category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_LIVER_REGENERATION,0.053033118905348564,2,26,0.492170826741519
GO_STEROID_METABOLIC_PROCESS,0.05490361994654194,7,244,0.5065172473347364
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.05509654568459055,10,408,0.5065172473347364
GO_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS,0.055183191160921574,2,27,0.5065172473347364
GO_WOUND_HEALING,0.05542902549784744,10,413,0.5069236331894047
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.05614886184020538,13,589,0.5116463316236106
GO_PLATELET_DEGRANULATION,0.05660288438507324,4,102,0.5139214954096
GO_GLYCOLIPID_BINDING,0.05771230126634105,2,27,0.5214051760530797
GO_LYSOSOME_LOCALIZATION,0.05784176704525218,3,64,0.5214051760530797
GO_ACTIN_FILAMENT_ORGANIZATION,0.05823639654120355,9,360,0.5230876332183105
GO_NERVOUS_SYSTEM_PROCESS,0.059114231808018,16,766,0.5236273838879382
GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.05931643900858058,2,30,0.5236273838879382
GO_ERBB2_SIGNALING_PATHWAY,0.05933024364269579,2,29,0.5236273838879382
GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.059479469238673775,2,29,0.5236273838879382
GO_EXIT_FROM_MITOSIS,0.059513396719731645,2,28,0.5236273838879382
GO_SH2_DOMAIN_BINDING,0.05954569852562637,2,31,0.5236273838879382
GO_LYTIC_VACUOLE_ORGANIZATION,0.060001994049466316,3,64,0.525175794201444
GO_INOSITOL_LIPID_MEDIATED_SIGNALING,0.060139415001994385,5,162,0.525175794201444
GO_ASTROCYTE_DEVELOPMENT,0.06079369812774507,2,30,0.5290524248833178
GO_PROTEOGLYCAN_BINDING,0.0612850749491496,2,32,0.5314895293003836
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,0.061747777919304796,5,153,0.5328488674129429
GO_AXON_EXTENSION,0.06186555438750669,4,115,0.5328488674129429
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS,0.06434179571641602,6,201,0.540034042646733
GO_REGULATION_OF_CELL_ADHESION,0.06490386303790187,12,547,0.540034042646733
GO_PROTEIN_KINASE_B_SIGNALING,0.06497436232289663,6,209,0.540034042646733
GO_REGULATION_OF_MAST_CELL_ACTIVATION,0.06545910638575006,2,31,0.540034042646733
GO_ACTININ_BINDING,0.06585199104614205,2,31,0.540034042646733
GO_SARCOMERE_ORGANIZATION,0.06680238559172584,2,32,0.540034042646733
GO_ANCHORING_JUNCTION,0.06715903358439494,15,729,0.540034042646733
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.06743444740318194,8,314,0.540034042646733
GO_PEROXISOMAL_TRANSPORT,0.06758418534825672,3,65,0.540034042646733
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE,0.06767208566729062,2,30,0.540034042646733
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS,0.0677610469990674,2,30,0.540034042646733
GO_LONG_TERM_SYNAPTIC_POTENTIATION,0.06788421789274274,3,69,0.540034042646733
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING,0.06811310987185679,2,32,0.540034042646733
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,0.06814395624790626,3,69,0.540034042646733
GO_COMPLEMENT_ACTIVATION,0.06902660572821881,2,30,0.540034042646733
GO_TRIGLYCERIDE_METABOLIC_PROCESS,0.06969344996121912,3,69,0.540034042646733
GO_CHLORIDE_TRANSPORT,0.07005439643426073,3,70,0.540034042646733
GO_ORGANELLE_FUSION,0.07077208371120142,5,160,0.540034042646733
GO_REGULATION_OF_CHEMOTAXIS,0.07087335231681491,5,164,0.540034042646733
GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION,0.07097400574731529,2,32,0.540034042646733
GO_NEGATIVE_REGULATION_OF_VASOCONSTRICTION,0.07125055812554586,1,6,0.540034042646733
GO_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT,0.07228821364129229,1,6,0.540034042646733
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.07236677916840899,1,6,0.540034042646733
GO_CELL_CORTEX_REGION,0.07246438523376622,2,33,0.540034042646733
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.07267968538458973,2,33,0.540034042646733
GO_PROTEIN_DIMERIZATION_ACTIVITY,0.07301873958989999,16,769,0.540034042646733
GO_VACUOLE_ORGANIZATION,0.07319643315557593,5,158,0.540034042646733
GO_AGGRESOME,0.07323688710759745,2,33,0.540034042646733
GO_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,0.07399925524986192,1,6,0.540034042646733
GO_REGULATION_OF_CELL_DEATH,0.07441656265974524,24,1267,0.540034042646733
GO_FACIT_COLLAGEN_TRIMER,0.07447749554429223,1,6,0.540034042646733
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.07512772850452668,3,69,0.540034042646733
GO_SIALIC_ACID_BINDING,0.07586871068154813,1,6,0.540034042646733
GO_RECEPTOR_CATABOLIC_PROCESS,0.07593099800027603,2,34,0.540034042646733
GO_LACRIMAL_GLAND_DEVELOPMENT,0.07606423284359765,1,6,0.540034042646733
GO_GALACTOLIPID_BIOSYNTHETIC_PROCESS,0.0762390387112484,1,6,0.540034042646733
GO_MICROGLIA_DIFFERENTIATION,0.07698258384572212,1,6,0.540034042646733
GO_MICROTUBULE_BASED_TRANSPORT,0.07764872447774003,5,164,0.540034042646733
GO_ERBB_3_CLASS_RECEPTOR_BINDING,0.07775448737725123,1,6,0.540034042646733
GO_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION,0.07833740453744402,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS,0.07851122410478237,1,6,0.540034042646733
GO_ERBB_SIGNALING_PATHWAY,0.07885979123153639,4,121,0.540034042646733
GO_N_ACETYLNEURAMINATE_CATABOLIC_PROCESS,0.07929520058644382,1,6,0.540034042646733
GO_CELL_PROJECTION_MEMBRANE,0.07931466355842538,7,276,0.540034042646733
GO_NEUREGULIN_BINDING,0.0794213589456857,1,6,0.540034042646733
GO_BASAL_CORTEX,0.07946466898108707,1,6,0.540034042646733
GO_PROLINE_METABOLIC_PROCESS,0.07974236452574879,1,6,0.540034042646733
GO_MUSCLE_CONTRACTION,0.08020623335158075,7,270,0.540034042646733
GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.08030269119788269,1,6,0.540034042646733
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.08051532380183521,1,6,0.540034042646733
GO_PHOSPHOLIPID_CATABOLIC_PROCESS,0.0806458580829158,2,35,0.540034042646733
GO_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,0.08086580286558144,1,6,0.540034042646733
GO_ANCHORED_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,0.08106453883080024,1,6,0.540034042646733
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.08123397983883374,8,331,0.540034042646733
GO_REGULATION_OF_DEFENSE_RESPONSE,0.08143652334608607,10,432,0.540034042646733
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.08150304240641121,4,114,0.540034042646733
GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,0.08153615751218146,1,6,0.540034042646733
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY,0.08179759962585806,2,33,0.540034042646733
GO_AUTOPHAGOSOME_MEMBRANE,0.08185495090100849,2,33,0.540034042646733
GO_PHAGOLYSOSOME,0.08187550877804076,1,6,0.540034042646733
GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,0.08259355190945016,2,36,0.540034042646733
GO_AUTOPHAGOSOME_MATURATION,0.08280408271300843,2,34,0.540034042646733
GO_PROTEIN_LOCALIZATION_TO_AXON,0.08287946866672811,1,7,0.540034042646733
GO_PHOSPHOLIPID_EFFLUX,0.08291737645355181,1,7,0.540034042646733
GO_REGULATION_OF_SECRETION,0.08293241781523437,11,495,0.540034042646733
GO_DENTINOGENESIS,0.08303170673285955,1,6,0.540034042646733
GO_SNAP_RECEPTOR_ACTIVITY,0.08321189646744548,2,32,0.540034042646733
GO_LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER,0.08340662626598416,1,6,0.540034042646733
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.08351497377733914,4,122,0.540034042646733
GO_PHOSPHORYLATION_DEPENDENT_PROTEIN_BINDING,0.08356677787725622,1,7,0.540034042646733
GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE,0.0836016220296378,2,35,0.540034042646733
GO_MICROBODY,0.08367233648950345,4,117,0.540034042646733
GO_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,0.08376263267727226,1,6,0.540034042646733
GO_NEURONAL_ACTION_POTENTIAL_PROPAGATION,0.0838044872882638,1,6,0.540034042646733
GO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,0.08381148519645523,1,6,0.540034042646733
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,0.08393587548205807,2,38,0.540034042646733
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,0.0840211795643383,2,39,0.540034042646733
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.08430428176121736,2,34,0.540034042646733
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.08437953041717634,7,273,0.540034042646733
GO_RESPONSE_TO_WOUNDING,0.08438430429277213,11,506,0.540034042646733
GO_EYE_PIGMENTATION,0.08440312764900049,1,6,0.540034042646733
GO_GLYCOLIPID_TRANSPORT,0.0844194425248414,1,6,0.540034042646733
GO_LUTEINIZATION,0.08469271299301236,1,7,0.540034042646733
GO_CELL_CELL_JUNCTION,0.08475544317826227,9,405,0.540034042646733
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,0.08493984525292633,2,37,0.540034042646733
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.08513396914348756,4,123,0.540034042646733
GO_REGULATION_OF_SODIUM_ION_TRANSPORT,0.08520906236440431,3,75,0.540034042646733
GO_LYSOSOMAL_TRANSPORT,0.08521508471593792,4,127,0.540034042646733
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,0.08546554624530397,2,34,0.540034042646733
GO_EXOCRINE_SYSTEM_DEVELOPMENT,0.08559123934540823,2,36,0.540034042646733
GO_INORGANIC_ANION_TRANSPORT,0.0856135994341369,4,122,0.540034042646733
GO_CELL_MATURATION,0.08573425581879263,4,120,0.540034042646733
GO_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,0.08595580795806199,1,6,0.540034042646733
GO_RESPONSE_TO_LIPOTEICHOIC_ACID,0.08602556105090867,1,6,0.540034042646733
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING,0.08634298607047398,2,36,0.540034042646733
GO_PHAGOCYTIC_VESICLE_MEMBRANE,0.08668536708261282,3,73,0.540034042646733
GO_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION,0.08669330225414137,1,7,0.540034042646733
GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,0.08718514838097353,1,7,0.540034042646733
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT,0.08721711635803416,2,34,0.540034042646733
GO_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,0.08744367789805153,1,7,0.540034042646733
GO_DOPAMINE_BINDING,0.08757896346115679,1,6,0.540034042646733
GO_NEUROGENESIS,0.08779065871508288,25,1412,0.540034042646733
GO_SMOOTH_MUSCLE_CELL_CHEMOTAXIS,0.08796249513183198,1,7,0.540034042646733
GO_SCHWANN_CELL_PROLIFERATION,0.08802856062223649,1,8,0.540034042646733
GO_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION,0.08833803890585087,1,6,0.540034042646733
GO_PROTEOGLYCAN_METABOLIC_PROCESS,0.0885100364676295,3,79,0.540034042646733
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.08852444736030692,1,6,0.540034042646733
GO_CRANIAL_NERVE_DEVELOPMENT,0.08874575923290036,2,38,0.540034042646733
GO_NEURAL_CREST_CELL_DIFFERENTIATION,0.08914203720730125,3,79,0.540034042646733
GO_INTRINSIC_COMPONENT_OF_VACUOLAR_MEMBRANE,0.08931455804163584,1,7,0.540034042646733
GO_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,0.09034446572697902,1,7,0.540034042646733
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.09074659300457807,2,38,0.540034042646733
GO_DIPEPTIDASE_ACTIVITY,0.09098874433385802,1,7,0.540034042646733
GO_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL,0.09101289167338251,1,7,0.540034042646733
GO_PHOSPHOLIPASE_A1_ACTIVITY,0.09102168111770867,1,7,0.540034042646733
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.09128815655080218,2,38,0.540034042646733
GO_REGULATION_OF_CAVEOLIN_MEDIATED_ENDOCYTOSIS,0.09130173310649617,1,7,0.540034042646733
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,0.09136220119201419,5,175,0.540034042646733
GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.09138769513990833,2,38,0.540034042646733
GO_REGULATION_OF_MUSCLE_CONTRACTION,0.09145838073254059,4,122,0.540034042646733
GO_NEURON_MATURATION,0.09149387906684854,2,38,0.540034042646733
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.09150094485229592,5,170,0.540034042646733
GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY,0.09157804676746825,4,126,0.540034042646733
GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.09165637658291839,3,80,0.540034042646733
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,0.09218719062723135,2,37,0.540034042646733
GO_SYNAPTIC_VESICLE_DOCKING,0.09224264352001435,1,7,0.540034042646733
GO_GLIAL_CELL_PROLIFERATION,0.0923889193185563,2,38,0.540034042646733
GO_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.09273199628381683,1,7,0.540034042646733
GO_PEROXISOME_ORGANIZATION,0.09277058902220595,3,74,0.540034042646733
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,0.09280927029575042,3,78,0.540034042646733
GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN,0.09292403815585215,1,7,0.540034042646733
GO_FATTY_ACYL_COA_METABOLIC_PROCESS,0.09325153857645362,2,36,0.540034042646733
GO_RESPONSE_TO_FOLIC_ACID,0.09345881744996777,1,7,0.540034042646733
GO_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE,0.09392734650149509,1,7,0.540034042646733
GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,0.09402984122366992,3,81,0.540034042646733
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE,0.09431606370936299,1,7,0.540034042646733
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,0.09443350980660092,1,8,0.540034042646733
GO_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT,0.0947216871534385,1,7,0.540034042646733
GO_COBALAMIN_BINDING,0.09480556547549612,1,7,0.540034042646733
GO_BIOACTIVE_LIPID_RECEPTOR_ACTIVITY,0.0950494329268814,1,7,0.540034042646733
GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION,0.09505474716501963,1,8,0.540034042646733
GO_AGGREPHAGY,0.0953920360797889,1,8,0.540034042646733
GO_REGULATION_OF_CELL_SHAPE,0.09549292349817982,4,129,0.540034042646733
GO_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS,0.0955982725687059,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_CELL_DEATH,0.09571228173417098,11,505,0.540034042646733
GO_REGULATION_OF_PHOSPHATE_TRANSPORT,0.0958295969398093,1,7,0.540034042646733
GO_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY,0.09595959423545186,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,0.09597262582845736,2,37,0.540034042646733
GO_CALCIUM_INDEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY,0.09600852957165941,1,7,0.540034042646733
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.09668628468523302,1,7,0.540034042646733
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,0.0968971831582533,2,37,0.540034042646733
GO_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS,0.0974399417641154,1,8,0.540034042646733
GO_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING,0.09768337001213855,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.09774001576631877,5,171,0.540034042646733
GO_T_HELPER_17_CELL_LINEAGE_COMMITMENT,0.09795258598371766,1,7,0.540034042646733
GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.0979884246681657,1,7,0.540034042646733
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,0.09803936849393848,1,8,0.540034042646733
GO_SECOND_MESSENGER_MEDIATED_SIGNALING,0.09838136018879541,6,233,0.540034042646733
GO_MULTI_ORGANISM_MEMBRANE_FUSION,0.09849815587679436,1,7,0.540034042646733
GO_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_ACTIVITY,0.09857944751436952,1,8,0.540034042646733
GO_1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY,0.09871615523595911,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.09872460285521861,2,43,0.540034042646733
GO_CELLULAR_OXIDANT_DETOXIFICATION,0.09875299953164185,3,75,0.540034042646733
GO_ACTIN_FILAMENT_REORGANIZATION,0.09911715852224422,1,8,0.540034042646733
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,0.09949555485375569,1,7,0.540034042646733
GO_ELASTIN_METABOLIC_PROCESS,0.09975930314143407,1,7,0.540034042646733
GO_3_OXO_ARACHIDOYL_COA_SYNTHASE_ACTIVITY,0.10001279115581209,1,7,0.540034042646733
GO_REGULATION_OF_FEAR_RESPONSE,0.10005509262411874,1,7,0.540034042646733
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,0.10017145605420409,1,8,0.540034042646733
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS,0.10037925959195067,2,37,0.540034042646733
GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY,0.10042501288567199,1,7,0.540034042646733
GO_BROWN_FAT_CELL_DIFFERENTIATION,0.10059808298035089,2,39,0.540034042646733
GO_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS,0.10101084841844749,1,7,0.540034042646733
GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING,0.10106487270391092,2,39,0.540034042646733
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.10108939377520469,2,37,0.540034042646733
GO_LAMELLIPODIUM_ORGANIZATION,0.10110724270555176,3,84,0.540034042646733
GO_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,0.10167999706967419,1,7,0.540034042646733
GO_LYSOPHOSPHATIDIC_ACID_BINDING,0.10175783925362211,1,7,0.540034042646733
GO_CELL_PROJECTION_ORGANIZATION,0.1020893200354227,24,1367,0.540034042646733
GO_POTASSIUM_CHANNEL_INHIBITOR_ACTIVITY,0.10217231100716354,1,8,0.540034042646733
GO_GALACTOLIPID_METABOLIC_PROCESS,0.10224425653310668,1,8,0.540034042646733
GO_PHOSPHATIDYL_PHOSPHOLIPASE_B_ACTIVITY,0.10235690738987974,1,8,0.540034042646733
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH,0.1024288030852365,5,178,0.540034042646733
GO_ADENYLATE_CYCLASE_ACTIVITY,0.10260989862152735,1,9,0.540034042646733
GO_CAMP_BIOSYNTHETIC_PROCESS,0.10260989862152735,1,9,0.540034042646733
GO_CELLULAR_HYPOTONIC_RESPONSE,0.10308321148432438,1,8,0.540034042646733
GO_DYSTROGLYCAN_BINDING,0.10328325566888716,1,8,0.540034042646733
GO_PANCREATIC_JUICE_SECRETION,0.10333996053532618,1,8,0.540034042646733
GO_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL,0.10462882402036663,1,8,0.540034042646733
GO_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,0.10485514493951052,1,8,0.540034042646733
GO_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT,0.10488322782858787,1,8,0.540034042646733
GO_SYNAPTIC_VESICLE_TRANSPORT,0.10493916304644413,2,40,0.540034042646733
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.10496842292682204,2,41,0.540034042646733
GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.10528818646419601,4,133,0.540034042646733
GO_DEFENSE_RESPONSE,0.10549753265367684,18,935,0.540034042646733
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,0.1056360100112167,2,41,0.540034042646733
GO_ION_HOMEOSTASIS,0.10617728164273998,12,579,0.540034042646733
GO_NEGATIVE_REGULATION_OF_MYELINATION,0.10617857278723343,1,8,0.540034042646733
GO_NEGATIVE_CHEMOTAXIS,0.10619473868175598,2,44,0.540034042646733
GO_LONG_CHAIN_FATTY_ACID_BINDING,0.10639643661621301,1,7,0.540034042646733
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.10642042084941333,3,81,0.540034042646733
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,0.10687928197744968,1,8,0.540034042646733
GO_AMINOGLYCAN_METABOLIC_PROCESS,0.10707198956328573,4,133,0.540034042646733
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,0.10709882157022807,1,9,0.540034042646733
GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,0.1071725648636159,2,41,0.540034042646733
GO_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,0.1073847523916377,1,8,0.540034042646733
GO_XENOBIOTIC_CATABOLIC_PROCESS,0.10742017838077007,1,8,0.540034042646733
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.10746143364809495,4,132,0.540034042646733
GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.10757735799841482,3,80,0.540034042646733
GO_MULTI_ORGANISM_MEMBRANE_ORGANIZATION,0.10796623649649073,1,8,0.5403201905776728
GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY,0.1083633502737475,1,8,0.5403201905776728
GO_POSITIVE_REGULATION_OF_RECEPTOR_BINDING,0.10858131801523861,1,8,0.5403201905776728
GO_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY,0.1088800958468869,1,8,0.5403201905776728
GO_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD,0.1089315963838393,1,8,0.5403201905776728
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE,0.10917062567154667,1,8,0.5403201905776728
GO_MALATE_DEHYDROGENASE_ACTIVITY,0.10925619635171382,1,8,0.5403201905776728
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,0.110154950401054,4,137,0.5403201905776728
GO_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS,0.110201826051294,1,8,0.5403201905776728
GO_NATURAL_KILLER_CELL_DEGRANULATION,0.11030401008415007,1,8,0.5403201905776728
GO_MALATE_METABOLIC_PROCESS,0.11051137578040092,1,8,0.5403201905776728
GO_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,0.11073092094406264,1,8,0.5403201905776728
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION,0.11077558029496791,1,8,0.5403201905776728
GO_TRANSPORT_VESICLE_MEMBRANE,0.11086559691105682,5,179,0.5403201905776728
GO_REGULATION_OF_PROTEIN_COMPLEX_STABILITY,0.11172392661088018,1,8,0.5403201905776728
GO_GOLGI_APPARATUS,0.11189282146137904,23,1287,0.5403201905776728
GO_MANNOSE_METABOLIC_PROCESS,0.11192022074288807,1,9,0.5403201905776728
GO_GLIAL_CELL_FATE_COMMITMENT,0.11222808878549619,1,8,0.5403201905776728
GO_GLYOXYLATE_METABOLIC_PROCESS,0.1122792638683476,1,8,0.5403201905776728
GO_STEROL_METABOLIC_PROCESS,0.11228819980443547,4,133,0.5403201905776728
GO_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT,0.11231104960750073,1,8,0.5403201905776728
GO_HYPOTONIC_RESPONSE,0.11245260997989881,1,9,0.5403201905776728
GO_NEURONAL_ION_CHANNEL_CLUSTERING,0.11303172606168471,1,9,0.5403201905776728
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.11383569293491283,1,8,0.5403201905776728
GO_NEGATIVE_REGULATION_OF_COAGULATION,0.1141692707863023,2,41,0.5403201905776728
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,0.11469102685708124,9,425,0.5403201905776728
GO_MESENCHYME_DEVELOPMENT,0.11480117649436386,6,245,0.5403201905776728
GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.11504416130970958,2,41,0.5403201905776728
GO_RESPONSE_TO_ZINC_ION,0.1155822767795941,2,40,0.5403201905776728
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.1157771996379255,1,9,0.5403201905776728
GO_SPINDLE_LOCALIZATION,0.11578194497707664,2,44,0.5403201905776728
GO_MALE_MATING_BEHAVIOR,0.11628561405038294,1,9,0.5403201905776728
GO_VESICLE_FUSION_WITH_GOLGI_APPARATUS,0.11632603276604551,1,8,0.5403201905776728
GO_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,0.11648034059331827,1,9,0.5403201905776728
